Handle,Identifier_other,Coll_name
2027.42/117300,9571_0001,University Planner's Office (University of Michigan) Records
2027.42/117301,9571_0001,University Planner's Office (University of Michigan) Records
2027.42/117302,9571_0001,University Planner's Office (University of Michigan) Records
2027.42/117303,9571_0001,University Planner's Office (University of Michigan) Records
2027.42/117403,9571_0001_0010,University Planner's Office (University of Michigan) Records
2027.42/117407,9571_0001_0080,University Planner's Office (University of Michigan) Records
2027.42/117406,9571_0001_0072,University Planner's Office (University of Michigan) Records
2027.42/117405,9571_0001_0030,University Planner's Office (University of Michigan) Records
2027.42/117404,9571_0001_0028,University Planner's Office (University of Michigan) Records
2027.42/117402,9571_0001_0007,University Planner's Office (University of Michigan) Records
2027.42/122148,85519-SR-12-1,Post Family Papers
2027.42/122149,85519-SR-13-1,Post Family Papers
2027.42/122145,85519-SR-1-1,Post Family Papers
2027.42/122146,85519-SR-10-1,Post Family Papers
2027.42/122150,85519-SR-2-1,Post Family Papers
2027.42/122147,85519-SR-11-1,Post Family Papers
2027.42/122156,85519-SR-8-1,Post Family Papers
2027.42/122157,85519-SR-9-1,Post Family Papers
2027.42/122151,85519-SR-3-1,Post Family Papers
2027.42/122152,85519-SR-4-1,Post Family Papers
2027.42/122153,85519-SR-5-1,Post Family Papers
2027.42/122154,85519-SR-6-1,Post Family Papers
2027.42/122155,85519-SR-7-1,Post Family Papers
2027.42/99706,2013094_0001,"George Nelson Smith Papers, 1837-1857 (Scattered)"
2027.42/99704,2013094_0001,"George Nelson Smith Papers, 1837-1857 (Scattered)"
2027.42/99705,2013094_0001,"George Nelson Smith Papers, 1837-1857 (Scattered)"
2027.42/99588,2013094_0001,"George Nelson Smith Papers, 1837-1857 (Scattered)"
2027.42/99587,2013094_0001,"George Nelson Smith Papers, 1837-1857 (Scattered)"
2027.42/122325,85287-SR-101-1,Michigan Organization for Human Rights Records
2027.42/122326,85287-SR-102-1,Michigan Organization for Human Rights Records
2027.42/122327,85287-SR-103-1,Michigan Organization for Human Rights Records
2027.42/122328,85287-SR-104-1,Michigan Organization for Human Rights Records
2027.42/122329,85287-SR-105-1,Michigan Organization for Human Rights Records
2027.42/122330,85287-SR-106-1,Michigan Organization for Human Rights Records
2027.42/122331,85287-SR-107-1,Michigan Organization for Human Rights Records
2027.42/122335,85287-SR-111-1,Michigan Organization for Human Rights Records
2027.42/122332,85287-SR-108-1,Michigan Organization for Human Rights Records
2027.42/122333,85287-SR-109-1,Michigan Organization for Human Rights Records
2027.42/122334,85287-SR-110-1,Michigan Organization for Human Rights Records
2027.42/122365,85287-SR-143-1,Michigan Organization for Human Rights Records
2027.42/122366,85287-SR-144-1,Michigan Organization for Human Rights Records
2027.42/122367,85287-SR-145-1,Michigan Organization for Human Rights Records
2027.42/122368,85287-SR-146-1,Michigan Organization for Human Rights Records
2027.42/122369,85287-SR-147-1,Michigan Organization for Human Rights Records
2027.42/122370,85287-SR-148-1,Michigan Organization for Human Rights Records
2027.42/122371,85287-SR-149-1,Michigan Organization for Human Rights Records
2027.42/122336,85287-SR-112-1,Michigan Organization for Human Rights Records
2027.42/122337,85287-SR-113-1,Michigan Organization for Human Rights Records
2027.42/122338,85287-SR-114-1,Michigan Organization for Human Rights Records
2027.42/122339,85287-SR-115-1,Michigan Organization for Human Rights Records
2027.42/122340,85287-SR-116-1,Michigan Organization for Human Rights Records
2027.42/122341,85287-SR-117-1,Michigan Organization for Human Rights Records
2027.42/122342,85287-SR-118-1,Michigan Organization for Human Rights Records
2027.42/122343,85287-SR-119-1,Michigan Organization for Human Rights Records
2027.42/122344,85287-SR-120-1,Michigan Organization for Human Rights Records
2027.42/122345,85287-SR-121-1,Michigan Organization for Human Rights Records
2027.42/122346,85287-SR-122-1,Michigan Organization for Human Rights Records
2027.42/122347,85287-SR-123-1,Michigan Organization for Human Rights Records
2027.42/122348,85287-SR-124-1,Michigan Organization for Human Rights Records
2027.42/122349,85287-SR-125-1,Michigan Organization for Human Rights Records
2027.42/122350,85287-SR-126-1,Michigan Organization for Human Rights Records
2027.42/122351,85287-SR-127-1,Michigan Organization for Human Rights Records
2027.42/122352,85287-SR-128-1,Michigan Organization for Human Rights Records
2027.42/122353,85287-SR-129-1,Michigan Organization for Human Rights Records
2027.42/122354,85287-SR-130-1,Michigan Organization for Human Rights Records
2027.42/122355,85287-SR-131-1,Michigan Organization for Human Rights Records
2027.42/122356,85287-SR-133-1,Michigan Organization for Human Rights Records
2027.42/122357,85287-SR-134-1,Michigan Organization for Human Rights Records
2027.42/122358,85287-SR-135-1,Michigan Organization for Human Rights Records
2027.42/122359,85287-SR-137-1,Michigan Organization for Human Rights Records
2027.42/122360,85287-SR-138-1,Michigan Organization for Human Rights Records
2027.42/122361,85287-SR-139-1,Michigan Organization for Human Rights Records
2027.42/122362,85287-SR-140-1,Michigan Organization for Human Rights Records
2027.42/122363,85287-SR-141-1,Michigan Organization for Human Rights Records
2027.42/122364,85287-SR-142-1,Michigan Organization for Human Rights Records
2027.42/122402,85287-SR-180-1,Michigan Organization for Human Rights Records
2027.42/122394,85287-SR-172-1,Michigan Organization for Human Rights Records
2027.42/122386,85287-SR-164-1,Michigan Organization for Human Rights Records
2027.42/122398,85287-SR-176-1,Michigan Organization for Human Rights Records
2027.42/122382,85287-SR-160-1,Michigan Organization for Human Rights Records
2027.42/122390,85287-SR-168-1,Michigan Organization for Human Rights Records
2027.42/122395,85287-SR-173-1,Michigan Organization for Human Rights Records
2027.42/122383,85287-SR-161-1,Michigan Organization for Human Rights Records
2027.42/122399,85287-SR-177-1,Michigan Organization for Human Rights Records
2027.42/122391,85287-SR-169-1,Michigan Organization for Human Rights Records
2027.42/122387,85287-SR-165-1,Michigan Organization for Human Rights Records
2027.42/122403,85287-SR-181-1,Michigan Organization for Human Rights Records
2027.42/122400,85287-SR-178-1,Michigan Organization for Human Rights Records
2027.42/122396,85287-SR-174-1,Michigan Organization for Human Rights Records
2027.42/122378,85287-SR-156-1,Michigan Organization for Human Rights Records
2027.42/122404,85287-SR-182-1,Michigan Organization for Human Rights Records
2027.42/122388,85287-SR-166-1,Michigan Organization for Human Rights Records
2027.42/122379,85287-SR-157-1,Michigan Organization for Human Rights Records
2027.42/122397,85287-SR-175-1,Michigan Organization for Human Rights Records
2027.42/122384,85287-SR-162-1,Michigan Organization for Human Rights Records
2027.42/122392,85287-SR-170-1,Michigan Organization for Human Rights Records
2027.42/122405,85287-SR-183-1,Michigan Organization for Human Rights Records
2027.42/122401,85287-SR-179-1,Michigan Organization for Human Rights Records
2027.42/122385,85287-SR-163-1,Michigan Organization for Human Rights Records
2027.42/122393,85287-SR-171-1,Michigan Organization for Human Rights Records
2027.42/122389,85287-SR-167-1,Michigan Organization for Human Rights Records
2027.42/122372,85287-SR-150-1,Michigan Organization for Human Rights Records
2027.42/122373,85287-SR-151-1,Michigan Organization for Human Rights Records
2027.42/122374,85287-SR-152-1,Michigan Organization for Human Rights Records
2027.42/122375,85287-SR-153-1,Michigan Organization for Human Rights Records
2027.42/122376,85287-SR-154-1,Michigan Organization for Human Rights Records
2027.42/122377,85287-SR-155-1,Michigan Organization for Human Rights Records
2027.42/122380,85287-SR-158-1,Michigan Organization for Human Rights Records
2027.42/122381,85287-SR-159-1,Michigan Organization for Human Rights Records
2027.42/121448,85444-SR-1-1,Charles E. Potter Papers
2027.42/121449,85444-SR-2-1,Charles E. Potter Papers
2027.42/121450,85444-SR-3-1,Charles E. Potter Papers
2027.42/113274,,Mary Stewart Papers
2027.42/113275,,Mary Stewart Papers
2027.42/98968,87209_0002,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/98970,87209_0002,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/98969,87209_0002,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/98971,87209_0002,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122323,87209-SR-3-1,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122321,87209-SR-1-1,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122322,87209-SR-2-1,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122324,87209-SR-4-1,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122770,87209_0001_0010,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122775,87209_0001_0001,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122777,87209_0001_0003,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122779,87209_0001_0005,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122771,87209_0001_0011,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122773,87209_0001_0013,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122769,87209_0001_0009,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122781,87209_0001_0007,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122776,87209_0001_0002,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122783,87209_0003_0001,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122774,87209_0001_0014,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122780,87209_0001_0006,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122778,87209_0001_0004,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122772,87209_0001_0012,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/122782,87209_0001_0008,Gerald R. Ford School of Public Policy (University of Michigan) Records and Publications
2027.42/112173,2015038_0001_0003,Harvey Ovshinsky Papers
2027.42/112172,2015038_0001_0001,Harvey Ovshinsky Papers
2027.42/113048,2015038_0001_0002,Harvey Ovshinsky Papers
2027.42/122031,85188-SR-2-1,Arnold Gingrich Papers
2027.42/122032,85188-SR-3-1,Arnold Gingrich Papers
2027.42/122033,85188-SR-4-1,Arnold Gingrich Papers
2027.42/122034,85188-SR-5-1,Arnold Gingrich Papers
2027.42/122030,85188-SR-1-1,Arnold Gingrich Papers
2027.42/122029,85187-SR-1-1,Homer Ferguson Papers
2027.42/92219,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83519,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83521,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83522,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83523,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83526,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83525,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83527,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83518,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83524,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83517,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83528,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/83520,032_0001,Women in Science and Engineering Program (University of Michigan) Records
2027.42/101912,0393_0004_0003,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101921,0393_0004_0012,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101922,0393_0004_0013,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101924,0393_0004_0015,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101926,0393_0004_0017,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101916,0393_0004_0007,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101919,0393_0004_0010,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101923,0393_0004_0014,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101915,0393_0004_0006,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101917,0393_0004_0008,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101918,0393_0004_0009,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101911,0393_0004_0002,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101913,0393_0004_0004,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101914,0393_0004_0005,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101920,0393_0004_0011,Office of the Registrar (University of Michigan) Records and Publications
2027.42/101925,0393_0004_0016,Office of the Registrar (University of Michigan) Records and Publications
2027.42/85369,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/96787,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79000,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79009,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79004,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79007,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79013,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79011,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79003,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/78999,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79022,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79006,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79005,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
2027.42/79002,0393_0001,Office of the Registrar (University of Michigan) Records and Publications
